,disease,disease_id,cell_type,cl_id,gene,ensembl_id,mean_expression_disease,disease_sample_size,mean_expression_normal,normal_sample_size,disease_female_sample_size,disease_male_sample_size,normal_female_sample_size,normal_male_sample_size,disease_num_datasets,normal_num_datasets,disease_datasets,normal_datasets,ratio_of_disease_over_normal_for_mean,log2FC,pval_adj,iri,label,type,source,tissue
1190,acute kidney failure,HP_0001919,neural cell,CL:0002319,SLC9A3,ENSG00000281861,0.14764506,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",inf,27.24537,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1191,acute kidney failure,HP_0001919,neural cell,CL:0002319,SLC9A3,ENSG00000281861,0.14764506,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",inf,27.24537,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1192,acute kidney failure,HP_0001919,neural cell,CL:0002319,SPP1,ENSG00000118785,4.5329647,26,2.5269308,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",1.7938619,2.9986467,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1193,acute kidney failure,HP_0001919,neural cell,CL:0002319,SERPINE2,ENSG00000135919,0.0,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",,0.0,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1194,acute kidney failure,HP_0001919,neural cell,CL:0002319,IL18,ENSG00000150782,0.5050943,26,0.2805049,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",1.8006611,1.0211103,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1195,acute kidney failure,HP_0001919,neural cell,CL:0002319,NBAS,ENSG00000151779,1.1340961,26,1.8318754,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",0.6190902,-1.3149816,0.8568430613639977,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1196,acute kidney failure,HP_0001919,neural cell,CL:0002319,SLC9A3,ENSG00000281861,0.14764506,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",inf,27.24537,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1197,acute kidney failure,HP_0001919,neural cell,CL:0002319,SLC9A3,ENSG00000281861,0.14764506,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",inf,27.24537,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1198,acute kidney failure,HP_0001919,neural cell,CL:0002319,TIMP2,ENSG00000035862,3.9329696,26,1.4099116,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",2.789515,4.0153236,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1199,acute kidney failure,HP_0001919,neural cell,CL:0002319,IGFBP7,ENSG00000163453,4.9623394,26,7.6099524,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",0.6520855,-3.829115,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1200,acute kidney failure,HP_0001919,neural cell,CL:0002319,SUGP1,ENSG00000105705,0.14764506,26,0.78162175,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",0.18889579,-2.8968844,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1201,acute kidney failure,HP_0001919,neural cell,CL:0002319,APOA1,ENSG00000118137,0.0,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",,0.0,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1202,acute kidney failure,HP_0001919,neural cell,CL:0002319,MMP9,ENSG00000100985,0.0,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",,0.0,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1203,acute kidney failure,HP_0001919,neural cell,CL:0002319,ITGAM,ENSG00000169896,0.15609391,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",inf,27.331902,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1204,acute kidney failure,HP_0001919,neural cell,CL:0002319,TFF3,ENSG00000160180,0.0,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",,0.0,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1205,acute kidney failure,HP_0001919,neural cell,CL:0002319,B2M,ENSG00000273686,1.5368861,26,2.2913094,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",0.6707458,-1.2839078,0.8568430613639977,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1206,acute kidney failure,HP_0001919,neural cell,CL:0002319,S100A6,ENSG00000197956,1.2307372,26,3.307412,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",0.3721149,-3.4405355,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1207,acute kidney failure,HP_0001919,neural cell,CL:0002319,IL10,ENSG00000136634,0.0,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",,0.0,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1208,acute kidney failure,HP_0001919,neural cell,CL:0002319,IL6,ENSG00000136244,0.0,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",,0.0,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1209,acute kidney failure,HP_0001919,neural cell,CL:0002319,CXCL8,ENSG00000169429,0.0,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",,0.0,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1210,acute kidney failure,HP_0001919,neural cell,CL:0002319,LCN2,ENSG00000148346,0.0,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",,0.0,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1211,acute kidney failure,HP_0001919,neural cell,CL:0002319,HAVCR1,ENSG00000113249,0.0,26,0.0,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",,0.0,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1212,acute kidney failure,HP_0001919,neural cell,CL:0002319,CST3,ENSG00000101439,0.43278614,26,0.75991446,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",0.5695195,-1.0714619,1.0,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1213,acute kidney failure,HP_0001919,neural cell,CL:0002319,CCL2,ENSG00000108691,0.0,26,0.123992555,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",0.0,-26.976044,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1214,acute kidney failure,HP_0001919,neural cell,CL:0002319,FABP1,ENSG00000163586,0.0,26,0.20118129,50,2,24,24,26,10,22,"KB3,KB5,KB13,KB17,KB20,KB21,KB25,KB30,KB38,KB57","KC34,KC35,KC36,KC39,KM69,KM71,KM72,KM102,KC82,PA4,KC77,KC78,KC79,KB33,KB49,KB50,KB52,KB64,KB65,KB66,KB67,KB68",0.0,-27.731474,0.7429361868666591,http://purl.obolibrary.org/obo/UBERON_0005061,kidney,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,neural
1215,acute kidney failure,HP_0001919,Papillary tips cell,CL:1000597,CCL21,ENSG00000137077,0.0,3,0.07084865,120480,0,3,247,58,2,64,"KB20,KB38","KC33,KC36,PA1,KC40,KM103,PA3,PA4,PA5,HBM522.VFGB.335,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM648.DKQK.874,HBM467.RQDN.922,HBM482.MCCP.264,HBM373.HCFG.722,HBM344.QRJX.878,HBM869.HBBF.473,HBM894.DMKD.525,HBM593.CLXN.573,HBM573.JMXM.823,HBM874.GLHT.852,HBM597.PBJW.593,HBM363.TBHH.346,HBM699.XBTD.684,HBM439.BQLR.867,HBM563.FFQJ.764,HBM892.JLFV.844,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM398.JQZB.348,HBM976.MRWH.263,HBM938.GBST.823,HBM524.KHPH.599,HBM628.QKGB.497,HBM476.ZLDJ.925,HBM975.MVDK.648,HBM633.LLDZ.679,HBM292.GSZL.269,HBM793.JDRF.289,HBM787.XCSX.733,HBM752.KZCK.589,HBM546.RNHX.756,HBM688.RPFC.258,HBM988.XDFD.773,HBM485.VKSZ.779,HBM522.FTFK.487,HBM539.GJNB.784,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM969.PBMH.689,HBM226.HRTZ.874,HBM629.GSHG.922,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.0,-26.129646,1.5513774511116504e-65,http://purl.obolibrary.org/obo/UBERON_0009095,kidney papillary tips,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Papillary tips
1216,acute kidney failure,HP_0001919,Papillary tips cell,CL:1000597,NRXN1,ENSG00000179915,0.0,3,0.014030808,120480,0,3,247,58,2,64,"KB20,KB38","KC33,KC36,PA1,KC40,KM103,PA3,PA4,PA5,HBM522.VFGB.335,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM648.DKQK.874,HBM467.RQDN.922,HBM482.MCCP.264,HBM373.HCFG.722,HBM344.QRJX.878,HBM869.HBBF.473,HBM894.DMKD.525,HBM593.CLXN.573,HBM573.JMXM.823,HBM874.GLHT.852,HBM597.PBJW.593,HBM363.TBHH.346,HBM699.XBTD.684,HBM439.BQLR.867,HBM563.FFQJ.764,HBM892.JLFV.844,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM398.JQZB.348,HBM976.MRWH.263,HBM938.GBST.823,HBM524.KHPH.599,HBM628.QKGB.497,HBM476.ZLDJ.925,HBM975.MVDK.648,HBM633.LLDZ.679,HBM292.GSZL.269,HBM793.JDRF.289,HBM787.XCSX.733,HBM752.KZCK.589,HBM546.RNHX.756,HBM688.RPFC.258,HBM988.XDFD.773,HBM485.VKSZ.779,HBM522.FTFK.487,HBM539.GJNB.784,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM969.PBMH.689,HBM226.HRTZ.874,HBM629.GSHG.922,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.0,-23.752228,2.7795098638563542e-14,http://purl.obolibrary.org/obo/UBERON_0009095,kidney papillary tips,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Papillary tips
1217,acute kidney failure,HP_0001919,Papillary tips cell,CL:1000597,SLC9A3,ENSG00000281861,0.0,3,0.053197723,120480,0,3,247,58,2,64,"KB20,KB38","KC33,KC36,PA1,KC40,KM103,PA3,PA4,PA5,HBM522.VFGB.335,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM648.DKQK.874,HBM467.RQDN.922,HBM482.MCCP.264,HBM373.HCFG.722,HBM344.QRJX.878,HBM869.HBBF.473,HBM894.DMKD.525,HBM593.CLXN.573,HBM573.JMXM.823,HBM874.GLHT.852,HBM597.PBJW.593,HBM363.TBHH.346,HBM699.XBTD.684,HBM439.BQLR.867,HBM563.FFQJ.764,HBM892.JLFV.844,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM398.JQZB.348,HBM976.MRWH.263,HBM938.GBST.823,HBM524.KHPH.599,HBM628.QKGB.497,HBM476.ZLDJ.925,HBM975.MVDK.648,HBM633.LLDZ.679,HBM292.GSZL.269,HBM793.JDRF.289,HBM787.XCSX.733,HBM752.KZCK.589,HBM546.RNHX.756,HBM688.RPFC.258,HBM988.XDFD.773,HBM485.VKSZ.779,HBM522.FTFK.487,HBM539.GJNB.784,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM969.PBMH.689,HBM226.HRTZ.874,HBM629.GSHG.922,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.0,-25.703405,1.529428875868093e-257,http://purl.obolibrary.org/obo/UBERON_0009095,kidney papillary tips,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Papillary tips
1218,acute kidney failure,HP_0001919,Papillary tips cell,CL:1000597,SLC9A3,ENSG00000281861,0.0,3,0.053197723,120480,0,3,247,58,2,64,"KB20,KB38","KC33,KC36,PA1,KC40,KM103,PA3,PA4,PA5,HBM522.VFGB.335,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM648.DKQK.874,HBM467.RQDN.922,HBM482.MCCP.264,HBM373.HCFG.722,HBM344.QRJX.878,HBM869.HBBF.473,HBM894.DMKD.525,HBM593.CLXN.573,HBM573.JMXM.823,HBM874.GLHT.852,HBM597.PBJW.593,HBM363.TBHH.346,HBM699.XBTD.684,HBM439.BQLR.867,HBM563.FFQJ.764,HBM892.JLFV.844,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM398.JQZB.348,HBM976.MRWH.263,HBM938.GBST.823,HBM524.KHPH.599,HBM628.QKGB.497,HBM476.ZLDJ.925,HBM975.MVDK.648,HBM633.LLDZ.679,HBM292.GSZL.269,HBM793.JDRF.289,HBM787.XCSX.733,HBM752.KZCK.589,HBM546.RNHX.756,HBM688.RPFC.258,HBM988.XDFD.773,HBM485.VKSZ.779,HBM522.FTFK.487,HBM539.GJNB.784,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM969.PBMH.689,HBM226.HRTZ.874,HBM629.GSHG.922,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.0,-25.703405,1.529428875868093e-257,http://purl.obolibrary.org/obo/UBERON_0009095,kidney papillary tips,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Papillary tips
1219,acute kidney failure,HP_0001919,Papillary tips cell,CL:1000597,SPP1,ENSG00000118785,2.9054155,3,0.5050043,120480,0,3,247,58,2,64,"KB20,KB38","KC33,KC36,PA1,KC40,KM103,PA3,PA4,PA5,HBM522.VFGB.335,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM648.DKQK.874,HBM467.RQDN.922,HBM482.MCCP.264,HBM373.HCFG.722,HBM344.QRJX.878,HBM869.HBBF.473,HBM894.DMKD.525,HBM593.CLXN.573,HBM573.JMXM.823,HBM874.GLHT.852,HBM597.PBJW.593,HBM363.TBHH.346,HBM699.XBTD.684,HBM439.BQLR.867,HBM563.FFQJ.764,HBM892.JLFV.844,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM398.JQZB.348,HBM976.MRWH.263,HBM938.GBST.823,HBM524.KHPH.599,HBM628.QKGB.497,HBM476.ZLDJ.925,HBM975.MVDK.648,HBM633.LLDZ.679,HBM292.GSZL.269,HBM793.JDRF.289,HBM787.XCSX.733,HBM752.KZCK.589,HBM546.RNHX.756,HBM688.RPFC.258,HBM988.XDFD.773,HBM485.VKSZ.779,HBM522.FTFK.487,HBM539.GJNB.784,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM969.PBMH.689,HBM226.HRTZ.874,HBM629.GSHG.922,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",5.753249,4.7164845,0.30039698922893,http://purl.obolibrary.org/obo/UBERON_0009095,kidney papillary tips,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Papillary tips
1220,acute kidney failure,HP_0001919,Papillary tips cell,CL:1000597,SERPINE2,ENSG00000135919,0.0,3,0.26316053,120480,0,3,247,58,2,64,"KB20,KB38","KC33,KC36,PA1,KC40,KM103,PA3,PA4,PA5,HBM522.VFGB.335,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM648.DKQK.874,HBM467.RQDN.922,HBM482.MCCP.264,HBM373.HCFG.722,HBM344.QRJX.878,HBM869.HBBF.473,HBM894.DMKD.525,HBM593.CLXN.573,HBM573.JMXM.823,HBM874.GLHT.852,HBM597.PBJW.593,HBM363.TBHH.346,HBM699.XBTD.684,HBM439.BQLR.867,HBM563.FFQJ.764,HBM892.JLFV.844,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM398.JQZB.348,HBM976.MRWH.263,HBM938.GBST.823,HBM524.KHPH.599,HBM628.QKGB.497,HBM476.ZLDJ.925,HBM975.MVDK.648,HBM633.LLDZ.679,HBM292.GSZL.269,HBM793.JDRF.289,HBM787.XCSX.733,HBM752.KZCK.589,HBM546.RNHX.756,HBM688.RPFC.258,HBM988.XDFD.773,HBM485.VKSZ.779,HBM522.FTFK.487,HBM539.GJNB.784,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM969.PBMH.689,HBM226.HRTZ.874,HBM629.GSHG.922,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.0,-28.165358,2.46887108083616e-241,http://purl.obolibrary.org/obo/UBERON_0009095,kidney papillary tips,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Papillary tips
1221,acute kidney failure,HP_0001919,Papillary tips cell,CL:1000597,IL18,ENSG00000150782,0.61402434,3,0.16431338,120480,0,3,247,58,2,64,"KB20,KB38","KC33,KC36,PA1,KC40,KM103,PA3,PA4,PA5,HBM522.VFGB.335,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM648.DKQK.874,HBM467.RQDN.922,HBM482.MCCP.264,HBM373.HCFG.722,HBM344.QRJX.878,HBM869.HBBF.473,HBM894.DMKD.525,HBM593.CLXN.573,HBM573.JMXM.823,HBM874.GLHT.852,HBM597.PBJW.593,HBM363.TBHH.346,HBM699.XBTD.684,HBM439.BQLR.867,HBM563.FFQJ.764,HBM892.JLFV.844,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM398.JQZB.348,HBM976.MRWH.263,HBM938.GBST.823,HBM524.KHPH.599,HBM628.QKGB.497,HBM476.ZLDJ.925,HBM975.MVDK.648,HBM633.LLDZ.679,HBM292.GSZL.269,HBM793.JDRF.289,HBM787.XCSX.733,HBM752.KZCK.589,HBM546.RNHX.756,HBM688.RPFC.258,HBM988.XDFD.773,HBM485.VKSZ.779,HBM522.FTFK.487,HBM539.GJNB.784,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM969.PBMH.689,HBM226.HRTZ.874,HBM629.GSHG.922,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",3.7369103,2.2472155,0.587096489946261,http://purl.obolibrary.org/obo/UBERON_0009095,kidney papillary tips,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Papillary tips
